,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
June 2016,1338173.0,,1555950.0,-1342415.0,,,
September 2016,694103.0,,1024617.0,-694103.0,,,
December 2016,1648446.0,,998180.0,-1648446.0,,,
March 2017,464545.0,,937253.0,-463497.0,,,
June 2017,3206333.0,,,-9277781.0,,,
September 2017,1672248.0,,,-1427845.0,,,
December 2017,1768248.0,,,-1772358.0,,,
March 2018,1615740.0,,,-1180511.0,,,
June 2018,1481504.0,,,-1481504.0,,,
September 2018,3000308.0,,,-3000308.0,,,
December 2018,1635348.0,,,-2073493.0,,,
March 2019,1494045.0,,,-1491245.0,,,
June 2019,1308599.0,,,-1308599.0,,,
September 2019,2227086.0,,,-2227086.0,,,
December 2019,1180531.0,,,-961458.0,,,
March 2020,971279.0,,,-752207.0,,,
June 2020,957120.0,,,-957120.0,,,
September 2020,4844666.0,,,-4844666.0,,,
December 2020,3700580.0,,,-3700580.0,,,
March 2021,2884728.0,,,-2884728.0,,,
June 2021,3549715.0,,,-3549715.0,,,
September 2021,4293310.0,,,-4293310.0,,,
December 2021,4335260.0,,,-4335260.0,,,
March 2022,2773757.0,,,-1752597.0,,,
June 2022,2885358.0,,,-1945358.0,,,
