,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
March 2012,5462250.0,-3827000.0,53938000.0,34533000.0
June 2012,5462250.0,-6957000.0,45385000.0,26895000.0
September 2012,5462250.0,-6921000.0,50315000.0,32750000.0
December 2012,5462250.0,-10273000.0,40551000.0,23618000.0
March 2013,6219000.0,-20712000.0,29050000.0,12658000.0
June 2013,4799000.0,-799000.0,55987000.0,37261000.0
September 2013,5457000.0,-12412000.0,53572000.0,36338000.0
December 2013,2607000.0,-5692000.0,47072000.0,30913000.0
March 2014,3130000.0,-10735000.0,85370000.0,60147000.0
June 2014,4032000.0,-5962000.0,76332000.0,51506000.0
September 2014,3391000.0,-13328000.0,65797000.0,43348000.0
December 2014,3195000.0,-6707000.0,61560000.0,41785000.0
March 2015,3824000.0,-404000.0,43170000.0,27260000.0
June 2015,2630666.6666666665,-12450000.0,32633000.0,18971000.0
September 2015,2630666.6666666665,-5438000.0,26222000.0,13424000.0
December 2015,2630666.6666666665,-3018000.0,14731000.0,10992000.0
March 2016,2438000.0,-3362000.0,10583000.0,7443000.0
