,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,124250000.0,134000000.0,6830000000.0,1654000000.0,5176000000.0
June 2010,124250000.0,14000000.0,6786000000.0,1525000000.0,5261000000.0
September 2010,124250000.0,22000000.0,6876000000.0,1628000000.0,5248000000.0
December 2010,124250000.0,64000000.0,7518000000.0,2162000000.0,5356000000.0
March 2011,124000000.0,124000000.0,7026000000.0,1587000000.0,5439000000.0
June 2011,124000000.0,18000000.0,7217000000.0,1603000000.0,5614000000.0
September 2011,103000000.0,-3000000.0,7459000000.0,1801000000.0,5658000000.0
December 2011,150000000.0,33000000.0,13913000000.0,2746000000.0,11167000000.0
March 2012,245000000.0,130000000.0,13239000000.0,2022000000.0,11217000000.0
June 2012,218000000.0,34000000.0,13229000000.0,1880000000.0,11349000000.0
September 2012,212000000.0,9000000.0,13503000000.0,2135000000.0,11368000000.0
December 2012,246000000.0,98000000.0,14141000000.0,2668000000.0,11473000000.0
March 2013,231000000.0,150000000.0,13862000000.0,2530000000.0,11332000000.0
June 2013,204000000.0,49000000.0,13708000000.0,2231000000.0,11477000000.0
September 2013,226000000.0,28000000.0,13810000000.0,2091000000.0,11813000000.0
December 2013,226000000.0,77000000.0,14528000000.0,2895000000.0,11655000000.0
March 2014,289000000.0,284000000.0,15376000000.0,3448000000.0,11928000000.0
June 2014,211000000.0,64000000.0,14159000000.0,2380000000.0,11779000000.0
September 2014,193000000.0,-8000000.0,13932000000.0,2089000000.0,11843000000.0
December 2014,246000000.0,148000000.0,14909000000.0,2890000000.0,12019000000.0
March 2015,249000000.0,193000000.0,14119000000.0,2079000000.0,12040000000.0
June 2015,209000000.0,42000000.0,13835000000.0,1572000000.0,12263000000.0
September 2015,204000000.0,11000000.0,14206000000.0,1776000000.0,12430000000.0
December 2015,252000000.0,107000000.0,14754000000.0,2115000000.0,12639000000.0
March 2016,241000000.0,182000000.0,14336000000.0,1537000000.0,12799000000.0
June 2016,213000000.0,-51000000.0,14488000000.0,1474000000.0,13014000000.0
