,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2009,216508.75,4028.0,,,
March 2010,216508.75,4028.0,,,
June 2010,216508.75,4028.0,,,
September 2010,216508.75,4028.0,,,
December 2010,180316.0,7705.0,,,
March 2011,180316.0,26646.0,,,
June 2011,180316.0,6930.0,,,
September 2011,180316.0,230.0,,,
December 2011,63543.5,8890.0,-105599.0,,
March 2012,63543.5,0.0,-56526.0,,
June 2012,63543.5,5540.0,-73966.0,,
September 2012,63543.5,7291.0,,,
December 2012,64447.5,0.0,-74930.0,,
March 2013,64447.5,0.0,-136365.0,,
June 2013,64447.5,3115.0,-76800.0,,
September 2013,64447.5,0.0,-2404.0,,
