,NetIncomeLoss,Assets
March 2013,965000.0,
June 2013,1183000.0,
September 2013,1010000.0,
December 2013,1403000.0,796374000.0
March 2014,1529000.0,
June 2014,2035000.0,872142000.0
September 2014,2015000.0,1238579000.0
December 2014,2835000.0,1355827000.0
March 2015,3132000.0,1509430000.0
June 2015,3134000.0,1766752000.0
September 2015,5150000.0,2002538000.0
December 2015,4664000.0,2167792000.0
March 2016,6233000.0,2300094000.0
June 2016,7508000.0,2607101000.0
September 2016,7137000.0,2703195000.0
December 2016,7179000.0,2943189000.0
March 2017,7934000.0,3454788000.0
