,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
June 2013,181134.0,,-65673.0,1189644.0
September 2013,123972.0,,1441415.0,1149566.0
December 2013,167705.0,,201106.0,1071853.0
March 2014,131280.0,,188029.0,1098190.0
June 2014,101679.0,,-49537.0,1166388.0
September 2014,233411.0,,-82907.0,995313.0
December 2014,22277.0,,2722708.0,1319417.0
March 2015,98932.0,,1558507.0,1685034.0
June 2015,122128.0,,838037.0,2611623.0
September 2015,176659.0,,-26950.0,924026.0
December 2015,106318.0,,15929.0,854438.0
March 2016,88878.0,,180256.0,978635.0
June 2016,82615.0,,-82381.0,810465.0
September 2016,140335.0,,454528.0,1335691.0
