,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
June 2010,825610.25,-392593.0,,
September 2010,825610.25,-812302.0,,
December 2010,825610.25,-655013.0,,
March 2011,825610.25,-887983.0,4260541.0,1274318.0
June 2011,592465.0,-583461.0,20750092.0,7377618.0
September 2011,618286.0,-804461.0,23879282.0,4094750.0
December 2011,646985.0,-1155027.0,27476710.0,6282899.0
March 2012,1119375.0,-2578423.0,30212382.0,7807428.0
June 2012,771972.0,-379151.0,34254032.0,11351991.0
September 2012,727007.0,-1064576.0,39454818.0,11497076.0
December 2012,653385.0,-1752577.0,43209118.0,7990473.0
