,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2014,796486.0,22500.0,-29707230.0,,,
June 2014,796486.0,22500.0,753480.0,,35651.0,
September 2014,1383709.0,32500.0,-1567836.0,,643649.0,
December 2014,,111500.0,-361510.0,224448.0,224448.0,
March 2015,1083104.0,609378.0,-981724.0,1536009.0,,
June 2015,1083104.0,201157.0,-18445641.0,,3247910.0,
September 2015,1737978.0,769219.0,28503325.0,,6225302.0,
December 2015,,131423.0,-43142350.0,6645367.0,6645367.0,
March 2016,1753739.0,985751.0,-4749739.0,,5759433.0,
June 2016,2425573.0,1248165.0,5974140.0,,3789050.0,
September 2016,2721637.0,1109332.0,-2102962.0,9698425.0,,
December 2016,1591320.0,456787.0,-1576820.0,7921392.0,7921392.0,
March 2017,2416885.0,989092.0,-2419885.0,6105076.0,6105076.0,
June 2017,2393242.0,1202725.0,-1893377.0,10141796.0,10141796.0,
September 2017,4172574.0,1623302.0,-3985510.0,7704265.0,7704265.0,
December 2017,2680405.0,1435866.0,-2683405.0,5180439.0,5180439.0,
March 2018,3197486.0,1599550.0,-3196486.0,2930120.0,2930120.0,
June 2018,4879791.0,1826837.0,-4812797.0,7891678.0,7891678.0,
September 2018,4428406.0,1877260.0,-4388406.0,4391238.0,4391238.0,
December 2018,135871944.0,2649223.0,-135560221.0,62144310.0,61996642.0,147668.0
March 2019,5638470.0,2832695.0,-5318925.0,58987914.0,58035212.0,952702.0
June 2019,5873565.0,3152445.0,-5570391.0,54995221.0,54034527.0,960694.0
September 2019,5654734.0,3118530.0,-5459486.0,51402472.0,50461877.0,940595.0
December 2019,5575231.0,3661134.0,-5079162.0,46359282.0,45486580.0,872702.0
March 2020,6643613.0,3816618.0,-6485644.0,42885656.0,41995759.0,889897.0
June 2020,6824341.0,4277052.0,-6341699.0,48523604.0,34760141.0,13763463.0
September 2020,7376167.0,4803605.0,-7371500.0,48571188.0,30324017.0,18247171.0
December 2020,8508476.0,5983476.0,-8507227.0,45614815.0,24410865.0,21203950.0
March 2021,8780987.0,5643029.0,-8779450.0,88362081.0,67471366.0,20890715.0
June 2021,10909185.0,7350035.0,-10906782.0,80470983.0,60023520.0,20447463.0
September 2021,10023538.0,6784390.0,-12429323.0,71939775.0,51406867.0,20532908.0
December 2021,11005995.0,8017425.0,-9763316.0,68135134.0,45982202.0,22152932.0
March 2022,10759067.0,7026066.0,-9910508.0,54956134.0,31017491.0,23938643.0
June 2022,10070482.0,6555299.0,-9244188.0,52319738.0,29276036.0,23043702.0
