,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,212924.0,192759.0,-240399.5,,,
June 2010,212924.0,192759.0,-240399.5,,,
September 2010,268112.0,246187.0,-146901.0,,,
December 2010,213719.0,191742.0,-824972.0,6787300.0,4723954.0,
March 2011,238093.0,216195.0,-186758.0,,,
June 2011,96512.0,74588.0,-45191.0,,,
September 2011,206166.0,184284.0,598683.0,4328896.0,1560465.0,
December 2011,336529.0,314603.0,-371536.0,3645943.0,1217957.0,
March 2012,287041.0,265034.0,-287012.0,3510855.0,950158.0,
June 2012,302158.0,280156.0,-302141.0,3068999.0,669889.0,
September 2012,361439.0,339430.0,-472508.0,2988445.0,2884044.0,
December 2012,464950.0,443176.0,-353867.0,2599732.0,84168.0,
March 2013,427211.0,405402.0,-427210.0,2523318.0,117380.0,
June 2013,433532.0,411798.0,-433530.0,1905462.0,83147.0,
September 2013,413961.0,392411.0,-413959.0,2069075.0,115777.0,
December 2013,361896.0,348018.0,-470731.0,1341251.0,1315536.0,
March 2014,266772.0,263134.0,-266747.0,1243929.0,1231220.0,
June 2014,234671.0,234671.0,-234646.0,1137958.0,1125239.0,
September 2014,231733.0,231733.0,-231714.0,1053224.0,1040525.0,
December 2014,239278.0,239278.0,-239273.0,968159.0,955128.0,
March 2015,102164.0,102164.0,-76371.0,891609.0,878573.0,
June 2015,120882.0,120882.0,-120878.0,770708.0,757668.0,
September 2015,109848.0,109848.0,-109844.0,660969.0,647926.0,
December 2015,89937.0,89937.0,-89924.0,572685.0,558855.0,
March 2016,107265.0,107265.0,-107263.0,466854.0,453029.0,
June 2016,101024.0,101024.0,-101022.0,364785.0,350968.0,
September 2016,90303.0,90303.0,-90301.0,273251.0,259429.0,
December 2016,88656.0,88656.0,-88655.0,184168.0,170343.0,13825.0
March 2017,105967.0,105967.0,-105966.0,78646.0,64851.0,
June 2017,78860.0,78860.0,-78860.0,196665.0,182932.0,13733.0
September 2017,62617.0,62617.0,-62617.0,133733.0,120006.0,13727.0
December 2017,58808.0,58808.0,-58808.0,76070.0,61878.0,14192.0
March 2018,96736.0,96736.0,-96736.0,35952.0,21829.0,14126.0
June 2018,36747.0,36681.0,-37037.0,106334.0,85077.0,21257.0
September 2018,87420.0,87287.0,-87855.0,134223.0,113063.0,21160.0
December 2018,120481.0,120348.0,-121276.0,181655.0,160128.0,21527.0
March 2019,131308.0,,-132552.0,,,
June 2019,144117.0,,-145345.0,178123.0,100255.0,77868.0
September 2019,132800.0,,-135414.0,145768.0,88824.0,56944.0
December 2019,115381.0,,-131002.0,123263.0,87429.0,35834.0
March 2020,120647.0,,-123432.0,189704.0,75868.0,113836.0
June 2020,138366.0,,-141151.0,157908.0,61459.0,96449.0
September 2020,120292.0,,-123077.0,102933.0,18574.0,84359.0
December 2020,93658.0,,-73859.0,80851.0,14468.0,66383.0
March 2021,35375.0,,-38299.0,74783.0,21002.0,53781.0
June 2021,71321.0,,-74245.0,4577368.0,4536386.0,40982.0
September 2021,96735.0,,-98181.0,83801602.0,10186522.0,73615080.0
December 2021,3140741.0,,-756960.0,83876975.0,9796434.0,74080541.0
March 2022,3794019.0,,-1018322.0,83670368.0,9541987.0,74128381.0
June 2022,4334483.0,,-1514811.0,83370542.0,9428649.0,73941893.0
