,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2008,22052000.0,,56560000.0,
June 2008,22052000.0,,56560000.0,
September 2008,22052000.0,,56560000.0,
December 2008,22052000.0,,56560000.0,
March 2009,21887000.0,,91526000.0,
June 2009,21887000.0,,91526000.0,
September 2009,25210000.0,,109468000.0,
December 2009,25698000.0,,90771000.0,5021578000.0
March 2010,21741000.0,20659000.0,15421000.0,
June 2010,20160000.0,20659000.0,124139000.0,
September 2010,20004000.0,20659000.0,93662000.0,4936259000.0
December 2010,20731000.0,20659000.0,-17724000.0,4614313000.0
March 2011,17151000.0,17151000.0,-157192000.0,4616774000.0
June 2011,17105000.0,17105000.0,-20401000.0,4682397000.0
September 2011,14755000.0,14755000.0,-53535000.0,4747995000.0
December 2011,14168000.0,14168000.0,7064000.0,4551611000.0
March 2012,16983000.0,16983000.0,53287000.0,4488420000.0
June 2012,19696000.0,19696000.0,67532000.0,4424937000.0
