,OperatingExpenses,ResearchAndDevelopmentExpense,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets,AssetsCurrent,AssetsNoncurrent
March 2010,63265.5,,63265.5,-72941.0,,,
June 2010,63265.5,,63265.5,-72941.0,,,
September 2010,73213.0,,73213.0,-72941.0,,,
December 2010,76357.0,,76357.0,-79615.0,5731840.0,16738.0,
March 2011,184310.0,,184310.0,-53936.0,,,
June 2011,207162.0,,207162.0,-120920.0,,,
September 2011,293195.0,,293195.0,-205095.0,5562206.0,31310.0,
December 2011,244577.0,,244577.0,-190351.0,5579290.0,35612.0,
March 2012,243091.0,,243091.0,-68242.0,6322582.0,51732.0,
June 2012,165790.0,,247639.0,-91962.0,6276632.0,87632.0,
September 2012,312166.0,,312166.0,-103824.0,6188631.0,81479.0,
December 2012,349387.0,,267538.0,-105756.0,6099484.0,74181.0,
March 2013,167601.0,,167601.0,-27983.0,6096028.0,144599.0,
June 2013,282863.0,,282863.0,-179000.0,5977520.0,75804.0,
September 2013,220779.0,,220779.0,-77479.0,5926575.0,67028.0,
December 2013,305793.0,,305793.0,-163640.0,5854062.0,49821.0,
March 2014,192775.0,,192775.0,-95509.0,5797720.0,55786.0,
June 2014,264978.0,,264978.0,-165510.0,5753999.0,75317.0,
September 2014,266249.0,,266249.0,-164773.0,5664188.0,48758.0,
December 2014,233829.0,,233829.0,-227636.0,5713556.0,38441.0,
March 2015,268835.0,,268835.0,-214629.0,5704393.0,95877.0,
June 2015,228329.0,,228329.0,-185130.0,5574760.0,32844.0,
September 2015,3981.0,,3981.0,46584.0,5509469.0,34152.0,
December 2015,211799.0,,211799.0,-342503.0,5315979.0,49381.0,
March 2016,182122.0,,182122.0,-159799.0,5229248.0,37776.0,
June 2016,104529.0,,104529.0,-58460.0,5150253.0,33907.0,
September 2016,194250.0,,194250.0,-167461.0,5083838.0,31287.0,
December 2016,-5603.5,,217084.0,-687658.0,4552458.0,44908.0,4467664.0
March 2017,-5603.5,,272484.5,-181968.0,4512900.0,38665.0,
