,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2011,470666500.0,34369000.0,4792898000.0,1969033000.0
June 2011,470666500.0,61223000.0,5282732000.0,2379054000.0
September 2011,470666500.0,63807000.0,6415103000.0,3225911000.0
December 2011,470666500.0,79763000.0,7219143000.0,3550047000.0
March 2012,461549500.0,26975000.0,6539557000.0,2781705000.0
June 2012,461549500.0,75873000.0,6576395000.0,2828698000.0
September 2012,482362000.0,39709000.0,6768777000.0,3037275000.0
December 2012,597453000.0,172998000.0,7809542000.0,4084550000.0
March 2013,469541000.0,37546000.0,6887640000.0,3232833000.0
June 2013,499458000.0,69902000.0,6348288000.0,2799225000.0
September 2013,496615000.0,94444000.0,6177335000.0,2558960000.0
December 2013,638696000.0,114646000.0,6998414000.0,2879812000.0
March 2014,528395000.0,67663000.0,6843358000.0,2762237000.0
June 2014,566202000.0,105464000.0,7471771000.0,3338471000.0
September 2014,601026000.0,107099000.0,7529954000.0,3461037000.0
December 2014,743337000.0,204277000.0,7647105000.0,3524504000.0
March 2015,531775000.0,92937000.0,7625660000.0,3593879000.0
June 2015,610158000.0,125029000.0,7460259000.0,3342956000.0
September 2015,626905000.0,149123000.0,9555464000.0,3979647000.0
December 2015,864771000.0,180043000.0,11017943000.0,5305223000.0
March 2016,643366000.0,82167000.0,9835135000.0,4086896000.0
June 2016,680442000.0,121668000.0,9922572000.0,4246081000.0
September 2016,686530000.0,104163000.0,10776770000.0,5055477000.0
December 2016,769963000.0,263975000.0,10779587000.0,5122450000.0
March 2017,606626000.0,129597000.0,9927112000.0,4245460000.0
June 2017,712374000.0,201777000.0,10606218000.0,4824336000.0
September 2017,704950000.0,196317000.0,11652014000.0,5804734000.0
December 2017,834770000.0,163788000.0,11483830000.0,5452527000.0
March 2018,732235000.0,150288000.0,11907442000.0,5754300000.0
June 2018,826282000.0,228667000.0,12535457000.0,6106710000.0
September 2018,859085000.0,290469000.0,12977116000.0,6378314000.0
December 2018,948171000.0,393795000.0,13456793000.0,6754210000.0
March 2019,792876000.0,164409000.0,14693008000.0,6996860000.0
June 2019,877397000.0,223731000.0,14719135000.0,6885217000.0
