,OperatingExpenses,NetIncomeLoss,Assets,AssetsCurrent
March 2014,332659250.0,56945000.0,4116836000.0,223263000.0
June 2014,332659250.0,54360000.0,4277682000.0,211266000.0
September 2014,332659250.0,67522000.0,4431811000.0,220127000.0
December 2014,332659250.0,-42551000.0,4473728000.0,252491000.0
March 2015,644550000.0,-248354000.0,4050905000.0,190640000.0
June 2015,634113000.0,-274389000.0,3629993000.0,166534000.0
September 2015,526802000.0,-205281000.0,3284518000.0,150670000.0
December 2015,665915000.0,-309337000.0,2799842000.0,140258000.0
March 2016,185929000.0,-41149000.0,2681088000.0,124092000.0
June 2016,212135000.0,-72136000.0,2552096000.0,89294000.0
September 2016,180221000.0,-24022000.0,2481191000.0,93646000.0
December 2016,137578000.0,1683000.0,2479303000.0,121196000.0
March 2017,143067000.0,15929000.0,2452550000.0,100923000.0
June 2017,146119000.0,9059000.0,2523310000.0,109504000.0
September 2017,161307000.0,3705000.0,2565872000.0,128966000.0
December 2017,167636000.0,89155000.0,2581452000.0,119672000.0
March 2018,166299000.0,7865000.0,2599591000.0,108035000.0
June 2018,162388000.0,5788000.0,2749809000.0,227044000.0
September 2018,170842000.0,18899000.0,2820765000.0,223604000.0
December 2018,322856000.0,-77840000.0,2698053000.0,170359000.0
March 2019,165596000.0,-3504000.0,2729180000.0,131011000.0
June 2019,164333000.0,-8509000.0,2793529000.0,130585000.0
September 2019,397747000.0,-206886000.0,2539909000.0,117265000.0
December 2019,558341000.0,-334980000.0,2090052000.0,105051000.0
March 2020,887264000.0,-770494000.0,1287843000.0,112875000.0
June 2020,260381000.0,-215649000.0,1140378000.0,108759000.0
September 2020,40219000.0,-8968000.0,726343000.0,103495000.0
December 2020,95083000.0,-9172000.0,649703000.0,82922000.0
March 2021,89074000.0,-1937000.0,642865000.0,93529000.0
June 2021,90987000.0,-12994000.0,609156000.0,77114000.0
September 2021,114482000.0,6295000.0,616800000.0,128113000.0
December 2021,156037000.0,69283000.0,629477000.0,156930000.0
March 2022,123370000.0,-46877000.0,389585000.0,149866000.0
June 2022,59043000.0,80093000.0,422392000.0,187363000.0
