,NetIncomeLoss,Assets
March 2016,3118750.0,1318137000.0
June 2016,3118750.0,1346457000.0
September 2016,3118750.0,1347412000.0
December 2016,3118750.0,1348590000.0
March 2017,2686000.0,1400708000.0
June 2017,3086000.0,1395364000.0
September 2017,3284000.0,1430197000.0
December 2017,717000.0,1474492000.0
March 2018,3209000.0,1526745000.0
June 2018,3480000.0,1603273000.0
September 2018,3826000.0,1670348000.0
December 2018,4189000.0,1684771000.0
March 2019,3944000.0,1704708000.0
June 2019,4245000.0,1711500000.0
September 2019,4650000.0,1673095000.0
December 2019,2833000.0,1665323000.0
March 2020,3073000.0,1688508000.0
June 2020,3760000.0,1838364000.0
September 2020,4472000.0,1840779000.0
December 2020,3901000.0,1834643000.0
March 2021,3441000.0,1896192000.0
June 2021,3588000.0,1894870000.0
September 2021,4125000.0,1910791000.0
December 2021,4879000.0,1940809000.0
March 2022,3432000.0,1916809000.0
June 2022,4231000.0,1891806000.0
