,OperatingExpenses,SellingGeneralAndAdministrativeExpense,NetIncomeLoss,Assets
March 2014,7559000.0,7559000.0,22711000.0,10071964000.0
June 2014,7577000.0,7577000.0,31779000.0,10238064000.0
September 2014,11613000.0,11613000.0,39725000.0,10052252000.0
December 2014,,13710000.0,41976000.0,10540005000.0
March 2015,10846000.0,9870000.0,23543000.0,9584793000.0
June 2015,9139000.0,9870000.0,24631000.0,9405444000.0
September 2015,9830000.0,9870000.0,25632000.0,9361810000.0
December 2015,,9870000.0,4207000.0,9059564000.0
March 2016,9360000.0,8805250.0,16951000.0,9252944000.0
June 2016,9936000.0,8805250.0,14435000.0,9388142000.0
September 2016,8705000.0,8805250.0,23268000.0,9361326000.0
December 2016,7220000.0,8805250.0,12897000.0,8951631000.0
March 2017,10204000.0,10269250.0,19182000.0,10449586000.0
June 2017,11589000.0,10269250.0,14336000.0,10406574000.0
September 2017,10996000.0,10269250.0,27845000.0,10264922000.0
December 2017,8288000.0,10269250.0,30617000.0,12056285000.0
March 2018,8698000.0,,29618000.0,11765879000.0
June 2018,8769000.0,,29694000.0,11640873000.0
September 2018,9912000.0,,33973000.0,12326911000.0
December 2018,14091000.0,,9601000.0,14737638000.0
March 2019,12644000.0,,44139000.0,17555141000.0
June 2019,12394000.0,,22735000.0,18265484000.0
September 2019,12288000.0,,41379000.0,19759249000.0
December 2019,12509000.0,,65483000.0,23483369000.0
March 2020,13885000.0,,-588383000.0,4718301000.0
June 2020,14074000.0,,117813000.0,4616730000.0
September 2020,13424000.0,,101641000.0,4621113000.0
December 2020,13180000.0,,80419000.0,4655587000.0
March 2021,19195000.0,,52208000.0,4726174000.0
June 2021,23121000.0,,53240000.0,4780927000.0
September 2021,28046000.0,,51576000.0,4912809000.0
December 2021,34063000.0,,36176000.0,5641698000.0
March 2022,71836000.0,,-73850000.0,6541752000.0
June 2022,96624000.0,,-71896000.0,7299536000.0
