,OperatingExpenses,ResearchAndDevelopmentExpense,NetIncomeLoss,Assets,AssetsCurrent
December 2013,742243.75,5180.0,358637.0,150887.0,148752.0
March 2014,742243.75,118152.0,-1018860.0,,
June 2014,742243.75,265015.0,-1009090.0,9313916.0,8198600.0
September 2014,742243.75,344048.0,-9699040.0,7353502.0,7351255.0
December 2014,770678.0,318625.0,-786718.0,7050498.0,7048500.0
March 2015,858339.0,407146.0,-1724859.0,6364377.0,6362628.0
June 2015,1512960.0,799462.0,-4240244.0,7978886.0,7977385.0
September 2015,3966737.0,746503.0,-5356309.0,15469913.0,15468661.0
December 2015,4532434.0,670736.0,-3954509.0,14023960.0,14022957.0
March 2016,2180168.0,1090527.0,-2030801.0,12115249.0,12114494.0
June 2016,2293665.0,917303.0,-2240356.0,9843973.0,9843467.0
September 2016,6582776.0,4575737.0,-6511032.0,9498681.0,9446285.0
December 2016,3168674.0,2042490.0,-3146659.0,21373982.0,21321586.0
March 2017,3608947.0,2492933.0,-1549087.0,23606588.0,23554192.0
June 2017,3705303.0,2300277.0,-3610085.0,24906730.0,24854334.0
September 2017,5197437.0,3836386.0,-5154574.0,27838329.0,27785933.0
December 2017,4092115.0,2694312.0,-4059165.0,28343807.0,28291411.0
March 2018,4734473.0,3245023.0,-4752024.0,25895594.0,25812255.0
June 2018,4618013.0,2997634.0,-2849164.0,26794693.0,26742297.0
September 2018,5888990.0,4407452.0,-5793056.0,24376136.0,24222607.0
December 2018,7473517.0,5712210.0,-7333413.0,22095679.0,22095679.0
March 2019,8140037.0,6078786.0,-7246904.0,20549780.0,20549780.0
June 2019,7147175.0,5758446.0,-7074261.0,21968271.0,21817138.0
September 2019,6346219.0,4710907.0,-4640401.0,25329373.0,25329373.0
December 2019,7700703.0,6348668.0,-6591925.0,31424067.0,
March 2020,7773189.0,6053047.0,-7236697.0,31020577.0,
June 2020,8106479.0,6725002.0,-6486622.0,31630256.0,31630256.0
September 2020,7507861.0,6104906.0,-5965226.0,34542197.0,
December 2020,9396175.0,7925519.0,-7855065.0,54334246.0,
March 2021,8954586.0,6720841.0,-8155222.0,83574238.0,
June 2021,11398655.0,8964528.0,-10180141.0,166419501.0,
September 2021,12251769.0,9372786.0,-11718206.0,161616490.0,
December 2021,11723390.0,8656439.0,-10882367.0,156896368.0,
March 2022,11519747.0,8604589.0,-10437811.0,160276148.0,
June 2022,12458720.0,9273269.0,-12367341.0,160221144.0,
